interaction_id,customer_id,fecha_interaccion,hora_interaccion,canal_contacto,motivo,transcripcion,sentimiento,puntaje_positivo,puntaje_negativo,puntaje_neutro,estrellas,resuelto,tiempo_espera_seg,duracion_minutos,agente
INT-00136,XFC-04026,2025-04-01,10:01,WhatsApp,Medicamento agotado,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.1232,0.7374,0.1394,1,True,16,10.7,Luis F.
INT-00137,XFC-05582,2024-12-09,20:08,Llamada,Queja de atención en sucursal,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0449,0.6868,0.2683,1,True,294,15.1,Ana M.
INT-00138,XFC-05582,2023-10-31,09:39,Chat App,Queja de atención en sucursal,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.1484,0.835,0.0166,1,True,36,8.9,Carmen S.
INT-00139,XFC-00509,2025-07-20,09:57,Llamada,Consulta sobre producto,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.7579,0.067,0.1751,5,True,288,4.3,Luis F.
INT-00140,XFC-00509,2025-02-06,13:35,WhatsApp,Consulta sobre programa de lealtad,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.764,0.0699,0.1661,4,True,16,1.7,Ana M.
INT-00141,XFC-05029,2025-01-21,10:53,WhatsApp,Medicamento agotado,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.1268,0.8142,0.059,2,False,147,6.1,Miguel A.
INT-00142,XFC-03246,2025-01-12,12:27,Llamada,Devolución de producto,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.6249,0.0467,0.3284,4,True,17,2.7,Carmen S.
INT-00143,XFC-01675,2023-04-13,10:28,WhatsApp,Reclamo de precio,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.3772,0.173,0.4498,3,True,163,8.0,Rosa G.
INT-00144,XFC-03127,2024-10-02,08:51,Llamada,Cambio de medicamento,Necesito información sobre el programa de lealtad.,NEUTRO,0.2179,0.2483,0.5338,3,True,41,17.3,Miguel A.
INT-00145,XFC-03127,2025-11-25,12:20,Llamada,Medicamento agotado,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.0624,0.9332,0.0044,2,True,257,5.1,Carmen S.
INT-00146,XFC-03084,2025-01-05,15:19,Llamada,Retraso en delivery,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.8144,0.0517,0.1339,5,True,336,9.1,Rosa G.
INT-00147,XFC-03084,2024-10-21,16:41,WhatsApp,Problema con seguro/ARS,Necesito información sobre el programa de lealtad.,NEUTRO,0.3432,0.2109,0.4459,3,False,15,5.6,Luis F.
INT-00148,XFC-06868,2025-08-02,11:44,WhatsApp,Consulta de horarios,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.6254,0.0785,0.2961,5,True,10,12.1,Carlos R.
INT-00149,XFC-06868,2024-07-19,15:24,Llamada,Consulta de horarios,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.8063,0.0283,0.1654,5,True,139,2.8,Yolanda T.
INT-00150,XFC-02927,2025-12-19,20:48,Llamada,Devolución de producto,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.2928,0.2512,0.456,3,False,51,6.0,Ana M.
INT-00151,XFC-02927,2025-07-08,07:43,WhatsApp,Problema con app/web,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.3194,0.1375,0.5431,3,True,13,5.1,José L.
INT-00152,XFC-02927,2024-06-10,19:26,WhatsApp,Medicamento agotado,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0831,0.5612,0.3557,2,True,63,8.4,Yolanda T.
INT-00153,XFC-02927,2024-10-20,07:26,Chat App,Reclamo de precio,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.0453,0.9278,0.0269,1,True,24,7.1,Carlos R.
INT-00154,XFC-03719,2025-05-26,15:39,Llamada,Error en facturación,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.0845,0.5652,0.3503,2,False,98,8.3,Luis F.
INT-00155,XFC-03719,2025-06-01,14:37,Llamada,Queja de atención en sucursal,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.0731,0.7835,0.1434,2,True,238,5.8,María P.
INT-00156,XFC-03719,2025-12-11,13:39,Email,Medicamento agotado,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.2722,0.2628,0.465,3,True,32,10.3,Carmen S.
INT-00157,XFC-03202,2024-11-16,10:45,Llamada,Problema con seguro/ARS,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.2646,0.1856,0.5498,3,True,285,7.8,Yolanda T.
INT-00158,XFC-03089,2024-02-16,20:52,Llamada,Consulta sobre producto,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.846,0.0856,0.0684,4,True,247,14.8,Yolanda T.
INT-00159,XFC-03089,2024-06-14,13:36,WhatsApp,Problema con seguro/ARS,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.0246,0.6965,0.2789,1,False,114,8.1,Carmen S.
INT-00160,XFC-03089,2025-04-10,08:12,Llamada,Medicamento agotado,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.1072,0.8731,0.0197,2,False,10,7.3,Carlos R.
INT-00161,XFC-02791,2025-05-18,15:28,Llamada,Problema con seguro/ARS,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.7624,0.0593,0.1783,4,True,10,5.6,Carlos R.
INT-00162,XFC-02791,2023-11-13,19:11,Llamada,Retraso en delivery,Llevo tres días esperando mi medicamento y nadie me da respuesta.,NEGATIVO,0.1296,0.8056,0.0648,1,False,80,2.6,José L.
INT-00163,XFC-04700,2025-06-24,13:06,Llamada,Seguimiento de pedido,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.8792,0.0843,0.0365,4,True,80,9.3,Carlos R.
INT-00164,XFC-01981,2024-05-10,17:23,Llamada,Retraso en delivery,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.1179,0.7215,0.1606,2,False,27,7.0,Luis F.
INT-00165,XFC-07472,2024-08-07,18:43,Llamada,Reclamo de precio,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.0403,0.8214,0.1383,1,False,48,9.1,Yolanda T.
INT-00166,XFC-02552,2024-05-31,14:30,Email,Reclamo de precio,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.0323,0.875,0.0927,1,False,50,11.6,Carmen S.
INT-00167,XFC-02552,2023-05-18,16:24,Email,Devolución de producto,Necesito información sobre el programa de lealtad.,NEUTRO,0.1512,0.2377,0.6111,3,False,110,9.9,Ana M.
INT-00168,XFC-03880,2025-08-22,10:59,Chat App,Cambio de medicamento,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8623,0.0576,0.0801,5,True,68,8.5,José L.
INT-00169,XFC-03880,2023-05-26,14:40,Llamada,Consulta sobre producto,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.6338,0.0964,0.2698,5,True,177,3.4,Luis F.
INT-00170,XFC-03067,2024-07-16,20:43,Llamada,Cambio de medicamento,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.6616,0.0206,0.3178,5,True,261,6.6,Ana M.
INT-00171,XFC-03067,2025-12-15,16:14,Llamada,Retraso en delivery,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.4956,0.1013,0.4031,3,True,49,7.2,Yolanda T.
INT-00172,XFC-03067,2024-05-10,15:15,WhatsApp,Error en facturación,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.1093,0.9302,-0.0395,2,True,298,3.0,Ana M.
INT-00173,XFC-05498,2025-12-31,14:31,Llamada,Queja de atención en sucursal,No entiendo por qué subieron el precio sin aviso.,NEGATIVO,0.0889,0.809,0.1021,2,True,101,11.6,Miguel A.
INT-00174,XFC-03579,2025-08-20,17:54,Email,Problema con app/web,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.4216,0.1712,0.4072,3,True,32,6.8,Yolanda T.
INT-00175,XFC-03579,2025-02-15,10:13,Llamada,Error en facturación,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0604,0.7862,0.1534,1,False,101,11.4,Pedro D.
INT-00176,XFC-03579,2024-03-05,18:35,WhatsApp,Devolución de producto,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.8701,0.0585,0.0714,5,True,158,4.6,Ana M.
INT-00177,XFC-03579,2024-03-24,11:28,Llamada,Reclamo de precio,Necesito información sobre el programa de lealtad.,NEUTRO,0.2592,0.2812,0.4596,3,True,63,4.8,Rosa G.
INT-00178,XFC-03455,2025-03-16,14:54,Llamada,Medicamento agotado,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0832,0.5709,0.3459,1,False,209,12.8,Yolanda T.
INT-00179,XFC-02837,2024-07-11,20:16,Email,Problema con app/web,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.5652,0.0779,0.3569,4,True,54,11.0,Carlos R.
INT-00180,XFC-01462,2024-02-16,15:32,Llamada,Medicamento agotado,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0271,0.9197,0.0532,2,False,87,9.4,Ana M.
INT-00181,XFC-01462,2024-10-16,11:58,Llamada,Retraso en delivery,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.125,0.7251,0.1499,1,True,28,7.4,Luis F.
INT-00182,XFC-06491,2025-04-16,09:45,Email,Retraso en delivery,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6174,0.0279,0.3547,5,True,261,15.1,Carmen S.
INT-00183,XFC-00150,2025-07-01,19:59,Llamada,Problema con seguro/ARS,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.266,0.2106,0.5234,3,True,85,4.9,María P.
INT-00184,XFC-00150,2024-12-31,08:37,Llamada,Consulta de horarios,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.3316,0.1442,0.5242,3,False,11,9.6,Yolanda T.
INT-00185,XFC-07093,2025-06-25,14:16,Chat App,Problema con seguro/ARS,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.8513,0.0209,0.1278,4,True,16,3.0,Carmen S.
INT-00186,XFC-07093,2024-10-07,15:53,Chat App,Retraso en delivery,Mi seguro no me lo quieren pasar y en otras farmacias sí.,NEGATIVO,0.0832,0.9458,-0.029,1,False,651,5.4,Carlos R.
INT-00187,XFC-07093,2024-10-12,18:38,Llamada,Devolución de producto,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.2812,0.1921,0.5267,3,True,134,11.5,Yolanda T.
INT-00188,XFC-07093,2025-07-09,09:25,WhatsApp,Problema con app/web,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.5683,0.0309,0.4008,5,True,109,9.4,José L.
INT-00189,XFC-07093,2025-04-15,14:43,Llamada,Problema con app/web,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.4022,0.1529,0.4449,3,False,110,3.3,Yolanda T.
INT-00190,XFC-02539,2025-04-29,07:10,WhatsApp,Medicamento agotado,Necesito información sobre el programa de lealtad.,NEUTRO,0.4451,0.1288,0.4261,3,True,159,9.4,José L.
INT-00191,XFC-02539,2025-01-23,11:11,Llamada,Retraso en delivery,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.1191,0.897,-0.0161,1,True,63,12.2,Pedro D.
INT-00192,XFC-06329,2025-12-31,12:57,WhatsApp,Solicitud de reabastecimiento,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.0875,0.2711,0.6414,3,True,83,6.9,Luis F.
INT-00193,XFC-07823,2025-11-10,08:14,WhatsApp,Medicamento agotado,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.8516,0.043,0.1054,5,True,154,13.6,Luis F.
INT-00194,XFC-07823,2025-05-04,20:03,Chat App,Reclamo de precio,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.0313,0.7355,0.2332,1,True,183,10.2,Miguel A.
INT-00195,XFC-00734,2024-06-09,20:06,Llamada,Seguimiento de pedido,Necesito una cotización para un tratamiento mensual.,NEUTRO,0.3804,0.1012,0.5184,3,True,21,5.6,Miguel A.
INT-00196,XFC-00734,2024-01-31,07:57,Llamada,Queja de atención en sucursal,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.7494,0.0427,0.2079,4,True,37,7.7,Miguel A.
INT-00197,XFC-00734,2023-10-11,09:24,Llamada,Problema con app/web,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.781,0.0241,0.1949,5,True,31,6.8,Pedro D.
INT-00198,XFC-05152,2025-02-22,15:23,Chat App,Consulta sobre programa de lealtad,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.626,0.0305,0.3435,5,True,39,7.7,Miguel A.
INT-00199,XFC-05152,2024-12-16,10:14,Llamada,Consulta de horarios,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6021,0.0645,0.3334,5,True,116,7.9,María P.
INT-00200,XFC-06091,2025-12-31,09:52,WhatsApp,Seguimiento de pedido,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.7378,0.0294,0.2328,4,True,34,13.3,Luis F.
INT-00201,XFC-01510,2025-02-17,12:46,Llamada,Medicamento agotado,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.1272,0.926,-0.0532,1,True,24,3.4,Yolanda T.
INT-00202,XFC-01510,2024-11-26,08:07,Email,Seguimiento de pedido,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.2739,0.2046,0.5215,3,True,184,6.2,Pedro D.
INT-00203,XFC-04810,2024-07-17,16:23,Email,Medicamento agotado,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.0258,0.9015,0.0727,2,True,268,8.7,María P.
INT-00204,XFC-04810,2023-11-10,17:10,WhatsApp,Devolución de producto,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.8676,0.077,0.0554,5,True,32,3.6,Yolanda T.
INT-00205,XFC-00605,2024-10-28,07:32,Email,Medicamento agotado,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.4081,0.1152,0.4767,3,True,165,1.0,Carmen S.
INT-00206,XFC-00605,2023-11-21,18:03,Email,Reclamo de precio,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.082,0.897,0.021,1,True,10,5.5,José L.
INT-00207,XFC-01967,2025-12-31,13:54,Email,Reclamo de precio,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.895,0.0964,0.0086,5,True,234,6.6,María P.
INT-00208,XFC-05499,2025-07-17,08:16,Llamada,Solicitud de reabastecimiento,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.2,0.1722,0.6278,3,True,58,14.8,Carlos R.
INT-00209,XFC-05499,2025-12-28,19:06,Llamada,Queja de atención en sucursal,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.1203,0.6037,0.276,2,False,93,5.3,Luis F.
INT-00210,XFC-05499,2025-10-12,20:14,WhatsApp,Solicitud de reabastecimiento,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.7174,0.0309,0.2517,4,True,185,10.2,María P.
INT-00211,XFC-06310,2023-09-28,09:47,Llamada,Consulta sobre programa de lealtad,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.273,0.193,0.534,3,False,65,5.8,Pedro D.
INT-00212,XFC-07019,2023-05-11,13:39,Llamada,Retraso en delivery,"La atención en la sucursal fue pésima, nadie sabía nada.",NEGATIVO,0.0677,0.6223,0.31,1,True,50,9.6,Carmen S.
INT-00213,XFC-07019,2023-11-02,19:26,WhatsApp,Devolución de producto,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.6477,0.0998,0.2525,5,True,320,7.9,Carmen S.
INT-00214,XFC-07019,2025-03-28,11:29,WhatsApp,Retraso en delivery,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.3963,0.1994,0.4043,3,True,325,11.3,Luis F.
INT-00215,XFC-00335,2025-10-01,08:04,Email,Problema con seguro/ARS,El descuento de paciente crónico me ayuda mucho.,POSITIVO,0.5813,0.0356,0.3831,5,True,10,6.6,Carmen S.
INT-00216,XFC-05054,2024-03-06,12:57,Llamada,Seguimiento de pedido,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6815,0.0938,0.2247,5,True,56,7.6,Yolanda T.
INT-00217,XFC-07443,2024-08-31,15:31,WhatsApp,Reclamo de precio,"El delivery nunca llega a tiempo, esto es inaceptable.",NEGATIVO,0.0999,0.7288,0.1713,2,True,162,7.7,Pedro D.
INT-00218,XFC-07443,2025-12-06,08:40,Email,Queja de atención en sucursal,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0854,0.7842,0.1304,2,False,10,10.1,Rosa G.
INT-00219,XFC-07443,2025-06-05,16:58,Llamada,Queja de atención en sucursal,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.0685,0.8248,0.1067,2,False,229,1.0,Ana M.
INT-00220,XFC-07443,2024-06-16,18:15,WhatsApp,Consulta sobre programa de lealtad,"Siempre encuentro todo lo que necesito, gracias.",POSITIVO,0.678,0.0941,0.2279,4,True,87,11.2,Yolanda T.
INT-00221,XFC-00975,2025-02-22,15:25,Chat App,Error en facturación,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.0875,0.2842,0.6283,3,True,56,11.6,Carlos R.
INT-00222,XFC-00975,2025-01-22,11:09,WhatsApp,Queja de atención en sucursal,Me gustaría saber cuándo llega el próximo lote.,NEUTRO,0.1626,0.2844,0.553,3,True,204,11.5,José L.
INT-00223,XFC-00975,2024-03-02,12:17,WhatsApp,Consulta sobre producto,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.3084,0.2467,0.4449,3,True,10,1.6,Rosa G.
INT-00224,XFC-00975,2024-09-06,18:50,Llamada,Retraso en delivery,Me siento frustrado porque dependo de este medicamento diariamente.,NEGATIVO,0.1376,0.6119,0.2505,1,False,27,12.7,Rosa G.
INT-00225,XFC-00441,2025-07-08,08:36,Llamada,Problema con app/web,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.7249,0.0933,0.1818,4,True,10,6.3,José L.
INT-00226,XFC-05150,2025-10-15,10:09,Llamada,Reclamo de precio,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.049,0.792,0.159,2,True,71,6.0,José L.
INT-00227,XFC-05150,2025-08-13,10:24,WhatsApp,Devolución de producto,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.91,0.0876,0.0024,5,True,850,7.9,Carmen S.
INT-00228,XFC-05150,2025-09-21,16:16,Llamada,Retraso en delivery,Es la segunda vez que vengo y no tienen mi receta lista.,NEGATIVO,0.0791,0.627,0.2939,2,True,106,6.0,Ana M.
INT-00229,XFC-05150,2025-12-03,15:01,WhatsApp,Cambio de medicamento,"Estoy muy contento con el programa de puntos, me ahorro bastante.",POSITIVO,0.8169,0.0565,0.1266,5,True,358,2.2,Carlos R.
INT-00230,XFC-00469,2025-06-30,16:36,Llamada,Devolución de producto,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.5767,0.0387,0.3846,4,True,195,8.2,Ana M.
INT-00231,XFC-00469,2025-09-07,13:50,Llamada,Problema con app/web,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.8233,0.051,0.1257,4,True,90,9.1,Yolanda T.
INT-00232,XFC-00469,2025-07-19,12:54,Llamada,Error en facturación,Estoy llamando para verificar si tienen Losartán 50mg.,NEUTRO,0.1924,0.2156,0.592,3,False,143,6.3,José L.
INT-00233,XFC-00494,2023-10-31,16:59,Email,Reclamo de precio,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.1464,0.5777,0.2759,1,True,55,2.4,María P.
INT-00234,XFC-00494,2024-01-31,11:50,WhatsApp,Queja de atención en sucursal,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.267,0.2816,0.4514,3,False,203,9.0,Carlos R.
INT-00235,XFC-00494,2023-09-28,16:06,Llamada,Queja de atención en sucursal,"La app funciona muy bien, pedí y me llegó al día siguiente.",POSITIVO,0.91,0.0315,0.0585,4,True,32,9.5,Carmen S.
INT-00236,XFC-00494,2023-11-27,14:17,Llamada,Solicitud de reabastecimiento,"La farmacéutica me explicó todo muy bien, muy profesional.",POSITIVO,0.6422,0.0262,0.3316,4,True,316,4.7,Miguel A.
INT-00237,XFC-00494,2024-04-07,19:31,Llamada,Medicamento agotado,Me cobraron de más y no me quieren devolver el dinero.,NEGATIVO,0.0594,0.8766,0.064,2,True,25,10.9,Rosa G.
INT-00238,XFC-06555,2025-02-21,14:34,Email,Problema con app/web,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.6702,0.0357,0.2941,5,True,120,8.6,Yolanda T.
INT-00239,XFC-06555,2024-07-08,16:31,Llamada,Problema con app/web,Quiero felicitar al personal de la sucursal del Distrito.,POSITIVO,0.6881,0.0911,0.2208,5,True,92,6.4,Ana M.
INT-00240,XFC-06555,2024-06-23,11:38,Llamada,Medicamento agotado,"Me encanta el servicio de delivery, muy puntual.",POSITIVO,0.8458,0.0709,0.0833,4,True,17,6.7,Carmen S.
INT-00241,XFC-02010,2025-01-30,13:21,Chat App,Reclamo de precio,Llevo llamando toda la mañana y nadie contesta.,NEGATIVO,0.1451,0.6437,0.2112,2,False,88,8.1,María P.
INT-00242,XFC-03996,2024-05-28,20:53,WhatsApp,Solicitud de reabastecimiento,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.4284,0.1085,0.4631,3,False,10,5.5,Luis F.
INT-00243,XFC-03996,2024-08-18,19:20,Llamada,Consulta sobre programa de lealtad,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.2904,0.151,0.5586,3,False,33,11.4,Luis F.
INT-00244,XFC-03996,2024-12-16,16:05,Llamada,Queja de atención en sucursal,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.7129,0.0245,0.2626,5,True,10,13.7,José L.
INT-00245,XFC-04879,2024-04-19,10:57,WhatsApp,Problema con seguro/ARS,Tengo una condición crónica y no pueden dejarme sin medicamento así.,NEGATIVO,0.0273,0.9203,0.0524,1,False,18,6.7,María P.
INT-00246,XFC-04879,2025-07-21,20:07,Llamada,Retraso en delivery,"Muchas gracias, la atención fue excelente como siempre.",POSITIVO,0.8724,0.0994,0.0282,4,True,184,4.8,José L.
INT-00247,XFC-04879,2024-12-23,19:35,Email,Retraso en delivery,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.3568,0.1141,0.5291,3,True,66,14.9,Ana M.
INT-00248,XFC-04599,2025-11-25,13:18,WhatsApp,Problema con seguro/ARS,Quiero saber si ya llegó mi pedido de insulina.,NEUTRO,0.2655,0.1699,0.5646,3,False,58,9.2,Ana M.
INT-00249,XFC-04599,2025-08-19,16:28,Email,Queja de atención en sucursal,Quisiera saber el horario de la sucursal de Santiago.,NEUTRO,0.3424,0.1756,0.482,3,True,135,11.8,Carmen S.
INT-00250,XFC-01826,2023-11-03,19:55,Llamada,Medicamento agotado,Quisiera programar una entrega recurrente de mi medicamento.,NEUTRO,0.2116,0.2767,0.5117,3,False,243,2.2,Carmen S.
INT-00251,XFC-01247,2025-06-25,13:47,Llamada,Medicamento agotado,Pedí el genérico y me dieron el de marca sin consultar.,NEGATIVO,0.1166,0.6314,0.252,2,False,98,5.7,María P.
INT-00252,XFC-01886,2025-04-19,18:06,Llamada,Medicamento agotado,Esto es una falta de respeto al paciente crónico.,NEGATIVO,0.1185,0.6926,0.1889,2,False,86,3.8,Rosa G.
